angle_1_2,angle_1_3,angle_1_4,angle_1_5,angle_1_6,angle_1_7,angle_1_8,angle_1_9,angle_1_10,angle_1_11,angle_1_12,angle_1_13,angle_1_14,angle_1_15,angle_2_3,angle_2_4,angle_2_5,angle_2_6,angle_2_7,angle_2_8,angle_2_9,angle_2_10,angle_2_11,angle_2_12,angle_2_13,angle_2_14,angle_2_15,angle_3_4,angle_3_5,angle_3_6,angle_3_7,angle_3_8,angle_3_9,angle_3_10,angle_3_11,angle_3_12,angle_3_13,angle_3_14,angle_3_15,angle_4_5,angle_4_6,angle_4_7,angle_4_8,angle_4_9,angle_4_10,angle_4_11,angle_4_12,angle_4_13,angle_4_14,angle_4_15,angle_5_6,angle_5_7,angle_5_8,angle_5_9,angle_5_10,angle_5_11,angle_5_12,angle_5_13,angle_5_14,angle_5_15,angle_6_7,angle_6_8,angle_6_9,angle_6_10,angle_6_11,angle_6_12,angle_6_13,angle_6_14,angle_6_15,angle_7_8,angle_7_9,angle_7_10,angle_7_11,angle_7_12,angle_7_13,angle_7_14,angle_7_15,angle_8_9,angle_8_10,angle_8_11,angle_8_12,angle_8_13,angle_8_14,angle_8_15,angle_9_10,angle_9_11,angle_9_12,angle_9_13,angle_9_14,angle_9_15,angle_10_11,angle_10_12,angle_10_13,angle_10_14,angle_10_15,angle_11_12,angle_11_13,angle_11_14,angle_11_15,angle_12_13,angle_12_14,angle_12_15,angle_13_14,angle_13_15,angle_14_15
0.29226604104042053,0.0319119431078434,0.5133188962936401,0.19310608506202698,0.4001578092575073,0.21884888410568237,0.19233585894107819,0.2852887809276581,0.22239191830158234,0.26605647802352905,0.12600263953208923,0.33708858489990234,0.2598150074481964,0.20322053134441376,0.2639445662498474,0.22167952358722687,0.09937281906604767,0.10793713480234146,0.0821865126490593,0.10151566565036774,0.024463452398777008,0.0782715231180191,0.02642892114818096,0.16712020337581635,0.05443091690540314,0.13164176046848297,0.17769959568977356,0.4842001795768738,0.1654757261276245,0.37186554074287415,0.18866197764873505,0.1630929410457611,0.255808562040329,0.19228814542293549,0.23797304928302765,0.09686355292797089,0.3073444366455078,0.2279093712568283,0.1720169335603714,0.32098132371902466,0.11554665118455887,0.2964354157447815,0.3211354613304138,0.22847718000411987,0.2926549017429352,0.24810244143009186,0.38747742772102356,0.17767497897148132,0.295645147562027,0.3631649613380432,0.20711341500282288,0.04406266286969185,0.01987343467772007,0.09566234052181244,0.0452100969851017,0.07303182780742645,0.06949161738157272,0.14753973484039307,0.12872524559497833,0.13092416524887085,0.18699057400226593,0.2091318517923355,0.11881310492753983,0.18308547139167786,0.13410542905330658,0.2750198543071747,0.07427676767110825,0.20649453997612,0.2680313289165497,0.03026277758181095,0.06837879866361618,0.00393665162846446,0.060746897011995316,0.09335631132125854,0.11893021315336227,0.08677241206169128,0.10483182966709137,0.09296482801437378,0.032790929079055786,0.07634519040584564,0.06636005640029907,0.14487838745117188,0.11043954640626907,0.11138086766004562,0.064516082406044,0.03215017169713974,0.15928961336612701,0.052082862704992294,0.1074819266796112,0.15643464028835297,0.05701128765940666,0.09676428139209747,0.11520233750343323,0.0873543843626976,0.10779927670955658,0.1412564516067505,0.07838959246873856,0.12514552474021912,0.162215456366539,0.2110971212387085,0.15042893588542938,0.11705374717712402,0.13294313848018646,0.19378355145454407,0.0691896602511406
0.2779574990272522,0.03265063837170601,0.4564664661884308,0.23377148807048798,0.42081496119499207,0.17124320566654205,0.21597203612327576,0.2839854955673218,0.26640695333480835,0.2511511743068695,0.14689487218856812,0.33361518383026123,0.3462502360343933,0.1575516313314438,0.2647717297077179,0.17862148582935333,0.04946024343371391,0.14393028616905212,0.10928267985582352,0.06389179080724716,0.007603734731674194,0.030836481600999832,0.027781479060649872,0.13392387330532074,0.06370855867862701,0.15235759317874908,0.22051569819450378,0.4420638978481293,0.22366788983345032,0.40863415598869324,0.15581095218658447,0.20133568346500397,0.2702549695968628,0.25011464953422546,0.23901280760765076,0.13105148077011108,0.31708136200904846,0.32089459896087646,0.1255769580602646,0.2252918928861618,0.046541016548871994,0.2863173186779022,0.24090705811977386,0.17248153686523438,0.19243280589580536,0.20588664710521698,0.31106817722320557,0.12705358862876892,0.19917647540569305,0.3780587911605835,0.18736949563026428,0.07374394685029984,0.038231976330280304,0.05687618628144264,0.05803046002984047,0.02259107492864132,0.09626078605651855,0.11291422694921494,0.18689148128032684,0.19965939223766327,0.25319889187812805,0.20772325992584229,0.13881295919418335,0.16296367347240448,0.16984157264232635,0.277854323387146,0.10414605587720871,0.19970296323299408,0.355264276266098,0.04554777964949608,0.11452887207269669,0.0951649472117424,0.0847206711769104,0.024758948013186455,0.16237738728523254,0.1931675672531128,0.12986478209495544,0.0689893513917923,0.05144002288579941,0.04106498882174492,0.07029135525226593,0.1181100606918335,0.16642937064170837,0.16326281428337097,0.030043326318264008,0.0348874069750309,0.13925379514694214,0.0561501644551754,0.1464691162109375,0.22287890315055847,0.037587184458971024,0.11966591328382492,0.06721299886703491,0.12966211140155792,0.19450217485427856,0.10891591012477875,0.09058179706335068,0.167249858379364,0.20347052812576294,0.18686869740486145,0.2111412137746811,0.1161823719739914,0.11557043343782425,0.25231462717056274,0.21739980578422546
0.34994643926620483,0.04106353595852852,0.46306300163269043,0.19339534640312195,0.4200840890407562,0.22228054702281952,0.1879279911518097,0.2937662601470947,0.24997204542160034,0.2582608461380005,0.14584293961524963,0.33336663246154785,0.2119411677122116,0.17915143072605133,0.31370946764945984,0.11923425644636154,0.1605808585882187,0.07052181661128998,0.13651879131793976,0.1621486395597458,0.05904923379421234,0.11389131098985672,0.09431623667478561,0.2046494036912918,0.060351911932229996,0.24502001702785492,0.27913525700569153,0.42495715618133545,0.16120295226573944,0.3833615779876709,0.18325269222259521,0.15170584619045258,0.2565159499645233,0.2107401043176651,0.2239471971988678,0.10909835249185562,0.29422926902770996,0.17324529588222504,0.1434807926416397,0.2784135341644287,0.05401298776268959,0.24208690226078033,0.2758997082710266,0.16986730694770813,0.21524962782859802,0.21282680332660675,0.31731051206588745,0.13301731646060944,0.32363754510879517,0.36432012915611267,0.2310313582420349,0.07074562460184097,0.03166251257061958,0.11057250201702118,0.0907180905342102,0.06641486287117004,0.05865808203816414,0.16033649444580078,0.17782095074653625,0.18802368640899658,0.20330172777175903,0.2321622520685196,0.126995250582695,0.17828872799873352,0.16467301547527313,0.2744837999343872,0.10332407802343369,0.29992952942848206,0.33773279190063477,0.045912858098745346,0.07747161388397217,0.027820076793432236,0.06937907636165619,0.07889564335346222,0.11108769476413727,0.12664085626602173,0.15083368122577667,0.10610013455152512,0.07111399620771408,0.07367029041051865,0.04262377321720123,0.1499660760164261,0.14634940028190613,0.15845584869384766,0.05587974563241005,0.050551336258649826,0.14793534576892853,0.053261417895555496,0.19091220200061798,0.22247162461280823,0.06623589992523193,0.1066155657172203,0.08348964154720306,0.13660065829753876,0.16668859124183655,0.11567480117082596,0.10376811027526855,0.19596314430236816,0.21909146010875702,0.18896904587745667,0.13753634691238403,0.1376115381717682,0.1966046392917633,0.23478953540325165,0.0439407080411911
0.3474404513835907,0.05554148554801941,0.5017620921134949,0.21652011573314667,0.451544851064682,0.24840082228183746,0.22612790763378143,0.323040634393692,0.251512348651886,0.2886119782924652,0.15845397114753723,0.36196404695510864,0.28368857502937317,0.23452651500701904,0.2948872745037079,0.15546450018882751,0.13232475519180298,0.10414605587720871,0.10419076681137085,0.1217518001794815,0.028407428413629532,0.10016810894012451,0.05967814475297928,0.1893712878227234,0.029393399134278297,0.1392074078321457,0.17741039395332336,0.44825097918510437,0.166057288646698,0.39900779724121094,0.19416110217571259,0.1731501817703247,0.26971954107284546,0.19744473695755005,0.23686100542545319,0.1055663526058197,0.30813390016555786,0.22848902642726898,0.18024492263793945,0.28775885701179504,0.05597784370183945,0.2543674111366272,0.27565017342567444,0.17872276902198792,0.250916987657547,0.21513935923576355,0.3433118760585785,0.1402490884065628,0.25430771708488464,0.3056076467037201,0.2358326017856598,0.05269297584891319,0.02564128115773201,0.11069180816411972,0.052596695721149445,0.07272649556398392,0.06231139972805977,0.15082377195358276,0.13343730568885803,0.125192791223526,0.20689359307289124,0.22585898637771606,0.12994623184204102,0.20311065018177032,0.16316524147987366,0.2935117185115814,0.0950990617275238,0.22051407396793365,0.2682911455631256,0.028306521475315094,0.07698954641819,0.00444845762103796,0.05537373200058937,0.09072138369083405,0.11412236839532852,0.0839763954281807,0.09107071906328201,0.09693009406328201,0.029263311997056007,0.06491056829690933,0.06773106008768082,0.13622108101844788,0.10783915966749191,0.10293325781822205,0.07316567748785019,0.041390370577573776,0.16459627449512482,0.04015028476715088,0.11352989822626114,0.14939288794994354,0.050937946885824203,0.09352879226207733,0.11070907860994339,0.08622805774211884,0.09510283172130585,0.13137494027614594,0.08067923039197922,0.12210268527269363,0.14360454678535461,0.20357728004455566,0.14524948596954346,0.11287613213062286,0.12968285381793976,0.17432630062103271,0.0539654940366745
0.4404498338699341,0.03894729167222977,0.6426862478256226,0.24023735523223877,0.5245522856712341,0.26309242844581604,0.24362117052078247,0.34801191091537476,0.2904258668422699,0.3378477096557617,0.14283950626850128,0.4115484952926636,0.3168937861919403,,0.40836766362190247,0.20456081628799438,0.22707080841064453,0.08526692539453506,0.18238551914691925,0.2161405235528946,0.09247685223817825,0.15342330932617188,0.10913009941577911,0.2976139485836029,0.04129374772310257,0.2074088603258133,,0.6091158390045166,0.2186514139175415,0.49306952953338623,0.22866474092006683,0.22006753087043762,0.3162652254104614,0.2566385567188263,0.30843836069107056,0.11210408061742783,0.3779563903808594,0.2782612442970276,,0.42992404103279114,0.12824797630310059,0.38053205609321594,0.4197383224964142,0.2962823510169983,0.35250112414360046,0.31312987208366394,0.500112771987915,0.23119866847991943,0.36896219849586487,,0.3034576177597046,0.11674507707357407,0.014356754720211029,0.14273646473884583,0.12187442928552628,0.11821775883436203,0.11589149385690689,0.2123134583234787,0.22517713904380798,,0.2676529586315155,0.29396748542785645,0.1768048107624054,0.2386898249387741,0.18878810107707977,0.38183894753456116,0.12185972183942795,0.283345103263855,,0.10286130011081696,0.09389441460371017,0.02901371754705906,0.09995270520448685,0.12250673025846481,0.14955580234527588,0.1085517555475235,,0.13011585175991058,0.10751081258058548,0.10701920837163925,0.11366450786590576,0.19988586008548737,0.21138708293437958,,0.06534376740455627,0.032484062016010284,0.20519216358661652,0.06984097510576248,0.15419946610927582,,0.07543165236711502,0.14860311150550842,0.12131816893815994,0.11258258670568466,,0.19633960723876953,0.09628992527723312,0.17874254286289215,,0.26916825771331787,0.19833242893218994,,0.16613119840621948,,
0.3332332670688629,0.055954400449991226,0.551680862903595,0.23806937038898468,0.4154648780822754,0.20815345644950867,0.21502012014389038,0.2990357279777527,0.2865084707736969,0.2861412465572357,0.16051635146141052,0.3453752398490906,0.27356308698654175,0.24056580662727356,0.2882672846317291,0.22013933956623077,0.09918880462646484,0.08232869952917099,0.1348908692598343,0.1220635324716568,0.0466446727514267,0.07037447392940521,0.047375261783599854,0.17676617205142975,0.05225774273276329,0.21708537638187408,0.2540355920791626,0.5038671493530273,0.1979987919330597,0.3704976737499237,0.15790605545043945,0.16711124777793884,0.250858873128891,0.23632927238941193,0.24213960766792297,0.11185925453901291,0.29552197456359863,0.21818239986896515,0.18750831484794617,0.3190865218639374,0.14070288836956024,0.34617945551872253,0.3370761275291443,0.25306013226509094,0.2684289515018463,0.267453670501709,0.39223411679267883,0.20958182215690613,0.3690408766269684,0.41891324520111084,0.1795486956834793,0.07145543396472931,0.05352276936173439,0.08105186372995377,0.0855540931224823,0.05269184708595276,0.09299628436565399,0.12896230816841125,0.20388779044151306,0.2220611721277237,0.21565444767475128,0.20384833216667175,0.12280779331922531,0.14318911731243134,0.12933902442455292,0.2588394582271576,0.0926174595952034,0.275123655796051,0.318765252828598,0.017993919551372528,0.09368056058883667,0.07852039486169815,0.09316942095756531,0.047948241233825684,0.13765975832939148,0.13839490711688995,0.15119659900665283,0.08407795429229736,0.07290428876876831,0.07815709710121155,0.0552583783864975,0.13075192272663116,0.15381868183612823,0.16878321766853333,0.024015875533223152,0.036706067621707916,0.1391751915216446,0.049021877348423004,0.17251591384410858,0.20774580538272858,0.05367186293005943,0.12600785493850708,0.05920356139540672,0.14879299700260162,0.1837671399116516,0.13139541447162628,0.07913803309202194,0.19860389828681946,0.22814930975437164,0.18487870693206787,0.16008280217647552,0.15731744468212128,0.18296855688095093,0.22615662217140198,0.05155003443360329
0.41773104667663574,0.020046645775437355,0.4972306191921234,0.30871686339378357,0.47466859221458435,0.2978925108909607,0.2610069811344147,0.3604917526245117,0.30579420924186707,0.29166486859321594,0.15374162793159485,0.3957928717136383,0.3977452516555786,0.32981374859809875,0.424800843000412,0.09499857574701309,0.11068210005760193,0.05888133496046066,0.134538933634758,0.15709169209003448,0.06820672750473022,0.13317497074604034,0.12994208931922913,0.26526325941085815,0.08375581353902817,0.1959104835987091,0.23745086789131165,0.5019769668579102,0.3169335722923279,0.4810306131839752,0.3017585277557373,0.26771920919418335,0.36577802896499634,0.30906763672828674,0.30058610439300537,0.15961021184921265,0.39895257353782654,0.39508840441703796,0.32487601041793823,0.1996876448392868,0.044987987726926804,0.2005646526813507,0.23812243342399597,0.1369887888431549,0.1943574845790863,0.21988561749458313,0.3435124456882477,0.10801014304161072,0.18984629213809967,0.2567319869995117,0.1692686378955841,0.06988366693258286,0.05363518372178078,0.07190568000078201,0.0787934809923172,0.020368177443742752,0.1586887538433075,0.12417527288198471,0.206955686211586,0.20803400874137878,0.18433383107185364,0.21366271376609802,0.11696848273277283,0.18051636219024658,0.18872901797294617,0.3214508295059204,0.106298066675663,0.20746009051799774,0.2646830976009369,0.05414971709251404,0.0675811767578125,0.011774634011089802,0.07827914506196976,0.14499559998512268,0.09833525121212006,0.1464584916830063,0.13823841512203217,0.10140150040388107,0.06587831676006317,0.04584527760744095,0.10817920416593552,0.14525854587554932,0.19958394765853882,0.18023061752319336,0.06512431800365448,0.09164565801620483,0.20675426721572876,0.05283086374402046,0.1509074568748474,0.17623525857925415,0.0887170135974884,0.1536559760570526,0.09000008553266525,0.1348017454147339,0.1294868141412735,0.14390991628170013,0.1433982253074646,0.2210385650396347,0.21561600267887115,0.24330542981624603,0.26200732588768005,0.2094069868326187,0.11222229897975922,0.1590481847524643,0.08026399463415146
0.3949296176433563,0.04889277368783951,0.5906406044960022,0.2071986198425293,0.4693671762943268,0.2516433298587799,0.2266971915960312,0.3062793016433716,0.29252079129219055,0.2949875295162201,0.18270762264728546,0.3509948253631592,0.32003024220466614,0.21302790939807892,0.36046403646469116,0.1961708813905716,0.19786056876182556,0.0749380812048912,0.15235130488872528,0.16876228153705597,0.088729128241539,0.11489859968423843,0.10077068954706192,0.21481525897979736,0.06960312277078629,0.21969233453273773,0.28114551305770874,0.5546020865440369,0.18386432528495789,0.433894544839859,0.21236322820186615,0.1953858733177185,0.2719228267669678,0.2532961964607239,0.2625911831855774,0.1456906944513321,0.3117307722568512,0.2717350125312805,0.16414932906627655,0.3929131031036377,0.12134230136871338,0.3429524302482605,0.36491134762763977,0.28445738554000854,0.30252572894096375,0.296913743019104,0.40911927819252014,0.2453424334526062,0.36061033606529236,0.45348554849624634,0.2724883556365967,0.09817666560411453,0.042646151036024094,0.1147695854306221,0.1252419501543045,0.09856750071048737,0.07118526846170425,0.1741069108247757,0.23324289917945862,0.19830338656902313,0.2232326865196228,0.2435915172100067,0.1631270796060562,0.18353377282619476,0.17570582032203674,0.28824758529663086,0.12866255640983582,0.26323309540748596,0.3424799144268036,0.05603427812457085,0.06938251107931137,0.040977783501148224,0.07022767513990402,0.06950449198484421,0.09950190782546997,0.13871513307094574,0.1410352885723114,0.08092145621776581,0.08344817161560059,0.06831333786249161,0.05589041858911514,0.13547112047672272,0.19331592321395874,0.1729566752910614,0.045006539672613144,0.01850670389831066,0.1264491081237793,0.06291817128658295,0.17996175587177277,0.20871198177337646,0.05641612038016319,0.11004133522510529,0.05852575972676277,0.13582460582256317,0.1685190200805664,0.11843738704919815,0.08140593767166138,0.1921614706516266,0.21126317977905273,0.16838571429252625,0.1777963489294052,0.12729842960834503,0.15100930631160736,0.2146935909986496,0.11519404500722885
0.38252538442611694,0.03398369625210762,0.45986711978912354,0.1795143187046051,0.37973448634147644,0.1871703565120697,0.18265479803085327,0.3006422519683838,0.1934877336025238,0.27039849758148193,0.1384316384792328,0.3360491693019867,0.30201274156570435,0.2573912441730499,0.3488667905330658,0.08138027787208557,0.21318994462490082,0.019864434376358986,0.19817416369915009,0.2008875161409378,0.08196476846933365,0.19209498167037964,0.11869840323925018,0.24409785866737366,0.05911080911755562,0.17501433193683624,0.18943239748477936,0.42597222328186035,0.14855599403381348,0.3463873863220215,0.15318520367145538,0.14958339929580688,0.26705101132392883,0.1595025360584259,0.23767399787902832,0.10488080978393555,0.3020786643028259,0.27016541361808777,0.22552257776260376,0.2940364181995392,0.09273339062929153,0.2733214199542999,0.28005772829055786,0.16143043339252472,0.26706206798553467,0.19997559487819672,0.3218916356563568,0.12485629320144653,0.21609659492969513,0.24329949915409088,0.2066851556301117,0.06891840696334839,0.03156067803502083,0.13316328823566437,0.07120286673307419,0.0951235368847847,0.05625521391630173,0.17866642773151398,0.2040160894393921,0.16875164210796356,0.19823652505874634,0.19718202948570251,0.08029818534851074,0.19236642122268677,0.11156090348958969,0.2415328174829483,0.07012227177619934,0.18868516385555267,0.19946275651454926,0.03759194165468216,0.11795061826705933,0.006309994962066412,0.10002794116735458,0.053158313035964966,0.14897863566875458,0.1403147280216217,0.10155447572469711,0.11898545920848846,0.03964519873261452,0.08832664787769318,0.045622337609529495,0.1596986949443817,0.1734505593776703,0.13732664287090302,0.11211314052343369,0.043708059936761856,0.16221360862255096,0.050474606454372406,0.14150771498680115,0.1364946961402893,0.09551432728767395,0.05919751524925232,0.14267905056476593,0.13583694398403168,0.09803244471549988,0.13386225700378418,0.09407860040664673,0.16798190772533417,0.1517929881811142,0.19902881979942322,0.18960008025169373,0.14773139357566833,0.11898043751716614,0.1303655207157135,0.04464473947882652
0.2974925935268402,0.015564002096652985,0.43186935782432556,0.20551429688930511,0.38672110438346863,0.20778481662273407,0.19876183569431305,0.27638548612594604,0.19254466891288757,0.23885615170001984,0.11270825564861298,0.2899056673049927,0.2130383402109146,0.1831997036933899,0.30804190039634705,0.14100687205791473,0.09269282966852188,0.09081213176250458,0.09726210683584213,0.10212669521570206,0.027375105768442154,0.11145485192537308,0.05905529111623764,0.1851576715707779,0.038921259343624115,0.1999128758907318,0.22715869545936584,0.440889447927475,0.2166665643453598,0.3966304361820221,0.21661747992038727,0.208158940076828,0.28624069690704346,0.2013377696275711,0.2497514933347702,0.12288416177034378,0.2988910377025604,0.21333329379558563,0.18154428899288177,0.2316998988389969,0.05326365679502487,0.2242717146873474,0.2331397384405136,0.15681599080562592,0.23955124616622925,0.1986168920993805,0.3194084167480469,0.1420067995786667,0.28521910309791565,0.3219357132911682,0.183229461312294,0.04098505526781082,0.031891386955976486,0.07535726577043533,0.04253415763378143,0.033639878034591675,0.09432952851057053,0.09479162096977234,0.16027115285396576,0.1731615960597992,0.181200310587883,0.18862318992614746,0.11039140075445175,0.1963328868150711,0.14966736733913422,0.2740277945995331,0.10042526572942734,0.25926992297172546,0.29321593046188354,0.012714164331555367,0.07193388044834137,0.015281870029866695,0.05034448578953743,0.09602545946836472,0.08227867633104324,0.12173952907323837,0.1392473578453064,0.07838349789381027,0.011518741957843304,0.04959869384765625,0.0863034650683403,0.09131354838609695,0.1284412443637848,0.1427871584892273,0.08671186864376068,0.04372306168079376,0.1636788696050644,0.023841492831707,0.17286209762096405,0.1997852772474289,0.06076456606388092,0.08101873099803925,0.09755811840295792,0.1178584024310112,0.1313467174768448,0.12702301144599915,0.06561340391635895,0.17018821835517883,0.189540296792984,0.17761190235614777,0.14366409182548523,0.13314533233642578,0.166950985789299,0.1973462551832199,0.0394325889647007
